QKEY,INTERVIEW_START_W68,INTERVIEW_END_W68,DEVICE_TYPE_W68,LANG_W68,FLOYDFOL_W68,FLOYDDISC_W68,FLOYDCOVER_W68,FLOYDATTN_W68,FLOYDATTN2_a_W68,FLOYDATTN2_b_W68,FLOYDATTN2_c_W68,FLOYDATTN2_d_W68,FLOYDATTN2_e_W68,FLOYDATTN2_f_W68,FLOYDPROT_a_W68,FLOYDPROT_b_W68,FLOYDPROT_c_W68,FLOYDPROT_d_W68,FLOYDTRUMPFOL_W68,FLOYDTRUMPMSSG_W68,FLOYDSTLOCFOL_W68,FLOYDSM_W68,LGLSTATUS_W68,DACA2018_W68,RACESURV20_W68,COVIDRACE2_a_W68,COVIDRACE2_b_W68,COVIDRACE2_c_W68,COVIDRACE2_d_W68,RACESURV53_a_W68,RACESURV53_b_W68,RACESURV53_e_W68,RACESURV53_f_W68,RACESURV53_h_W68,COVIDRACE3_a_W68,COVIDRACE3_b_W68,COVIDRACE3_c_W68,COVIDRACE3_d_W68,COVIDRACE7_a_W68,COVIDRACE7_b_W68,COVIDRACE7_c_W68,COVIDRACE7_d_W68,COVIDRACE8_W68,COVIDFOL_W68,COVIDCOVER1_W68,COVIDTRUMPFOL_W68,COVIDFACTS_a_W68,COVIDFACTS_b_W68,COVIDFACTS_c_W68,COVIDFACTS_d_W68,COVIDFACTS_e_W68,COVIDDEAL_W68,COVIDNEWSCHNG_a_W68,COVIDNEWSCHNG_b_W68,COVIDNEWSCHNG_c_W68,COVIDNEWSCHNG_d_W68,COVIDNEWSCHNG_e_W68,COVIDTOGETHER_W68,COVIDINFODIFF_W68,COVIDLOCINFO_W68,NEWSHEARD_l_W68,NEWSHEARD_m_W68,NEWSHEARD_n_W68,NEWSHEARD_o_W68,NEWSHEARD_g_W68,NEWSHEARD_i_W68,NEWSHEARD_j_W68,RACESURV14_W68,EQUALEFFECT_a_W68,EQUALEFFECT_b_W68,EQUALEFFECT_c_W68,EQUALEFFECT_d_W68,BLM_W68,RACEACTIVISM_a_W68,RACEACTIVISM_b_W68,RACEACTIVISM_c_W68,RACEACTIVISM_d_W68,RACEACTIVISM_e_W68,COVIDMV_a_W68,COVIDMV_b_W68,COVIDMVWY_W68,COVIDMVWRE_W68,COVIDMVIN_a_W68,COVIDMVIN_b_W68,COVIDMVIN_c_W68,COVIDMVIN_d_W68,COVIDMVKNW_W68,COVIDCOUNT_W68,COVIDCOUNT2_W68,COVIDSTYHM_W68,COVIDUNEMPLOY_W68,COVIDANTIBODIES_W68,KNOWFAUCI_W68,COVIDMASK1_W68,COVIDMASK2_W68,COVIDMASK3_W68,COVIDPLANHRD_W68,COVIDPLANTRUE_W68,COVIDPLANWATCH_W68,CAMPNII_W68,CAMP20INT_W68,CANDNEWS_a_W68,CANDNEWS_b_W68,GROUP_TRUST_a_W57,NEWS_MOST_W57,TALKPOL_W57,FOLELECT_W57,CR_PARTYNEWSUSE_W57,CR_NEWS_INFLU_W57,CR_DIG_SAV_W57,CR_MAINSOPOL_GROUPS_W57,CR_KNOWLEDGE_INDEX_W57,COVIDNEWSRELY_W66,CR_COVID_DEATHS_CNTY_W68,CR_COVID_DEATHS_PERCAP_W68,F_METRO,F_CREGION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_NATIVITY2,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,F_INC_TIER2,F_HISP_ORIGIN,F_YEARSINUS,F_PARTYSUMIDEO,FLAG_W68,WEIGHT_W68
106180,6/5/2020 19:34,6/5/2020 20:23,1,1,3,3,3,1,2,2,1,2,2,2,3,1,1,2,2,1,2,2,1,2,2,3,3,3,3,2,2,2,1,2,2,2,2,1,2,2,3,2,1,3,4,2,2,4,4,3,3,1,2,2,2,1,2,2,1,2,2,1,3,2,2,2,2,1,2,3,2,1,3,2,3,3,1,2,3,3, , , , , , ,2,5,1,2,3,2,3,4,3,3,2,1,3,3,3,1,2,3,2,2,2,1,2,1,4,2,4,2,2,1,3,3,1,2,4,2,1,1,1,1,1,1,1,1,1, ,1,6,2,1,1,1,1,2,6,1,1,2,0.68343
106444,6/4/2020 17:13,6/4/2020 17:27,2,1,1,1,2,3,3,3,2,2,3,2,1,2,1,1,1,4,2,1,2,1,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,4,2,3,1,1,3,3,3,2,1,2,3,2,1,1,1,1,1,1,1,1,4,1,1,1,1,2,3,2,2,1,1,3,3, , , , , , ,1,1,2,2,9,2,3,1,1,4,2,4,3,1,2,2,1,1,1,2,1,4,1,1,,2,6,3,3,1,1,4,2,1,5,2,1,1,1,1,1,2,2,5,2, ,2,8,1,1,4,1,1,3,6,1,4,1,0.346777758
106590,6/5/2020 18:41,6/5/2020 19:03,2,1,2,2,4,3,2,1,3,3,2,2,4,1,2,2,2,2,2,1,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,4,2,1,4,1,3,4,1,2,2,1,1,1,3,1,2,2,3,3,3,3,2,3,1,1,2,3,1,2,3,2,2,1,3,3,3, , , , , , ,2,4,1,1,4,2,3,1,1,4,3, , ,3,3,1,2,4,3,4,3,2,3,2,,2,8,2,1,1,4,3,2,1,6,2,1,1,1,1,1,12, ,5,3,1,1,8,1,1,3,1,1,3,6,1,2,2,0.307357475
106613,6/9/2020 22:40,6/10/2020 0:00,2,1,1,3,2,3,3,2,3,2,3,3,2,1,1,2,1,4,1,,2,1,2,3,3,3,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,4,2,2,2,2,3,3,3,3,1,3,2,,2,2,2,1,2,1,1,2,4,1,1,2,1,2,1,2,3,1,3,3,3, , , , , , ,2,2,2,,9,2,3,1,1,4,3, , ,1,1,1,1,1,4,2,2,5,2,3,,1, ,2,2,1,2,4,1,,,2,2,2,1,1,1,1,1,4,2, ,2,2,3,1,4,1,2,1,6,1,4,2,0.713706006
106885,6/5/2020 17:57,6/5/2020 18:16,2,1,1,1,4,1,1,2,1,3,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,3,2,1,2,3,1,3,4,3,4,4,1,2,1,1,1,1,2,1,1,2,1,2,1,3,1,1,1,1,3,4,1,3,3,3,3,1,1,3,3, , , , , , ,2,5,1,2,3,2,3,2,3,4,2,2,3,2,1,1,2,4,4,2,2,2,1,2,4,2,4,2,1,1,4,4,2,1,5,1,5,3,1,1,1,2,2,1,1, ,1,9,1,1,1,1,1,3,1,1,1,2,0.313228864
107023,6/8/2020 0:29,6/8/2020 1:01,1,1,1,1,1,3,3,3,2,3,2,3,1,2,2,1,1,4,2,2,2,1,2,3,3,3,3,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,3,2,2,2,2,3,3,2,2,3,1,1,1,2,2,2,2,2,2,2,3,4,2,2,2,2,4,3,3,1,1,1,3,3, , , , , , ,2,1,1,2,4,2,5,1,2,2,1,2,3,2,2,2,2,2,7,2,2,5,2,2,,2,7,1,2,1,3,3,2,2,4,2,2,2,1,1,2,1,1,1,4,2,2,4,2,1,4,1,1,2,6,1,4,2,0.4332662
107329,6/6/2020 3:20,6/6/2020 3:40,2,1,1,1,1,3,3,1,2,3,3,2,1,3,1,1,1,4,1,1,2,1,2,3,1,1,3,2,1,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,4,1,3,2,4,2,3,1,2,3,2,3,,1,2,2,2,2,2,1,2,4,1,1,1,1,1,3,3,3,2,1,3,3, , , , , , ,2,1,2,2,4,1,3,1,1,1,3, , ,1,1,2,2,2,5,1,1,5,1,1,5,2,2,2,3,1,1,3,2,1,5,2,2,2,1,1,6,2,2,5,2, ,2,5,2,1,5,1,2,2,6,1,4,2,0.79013703
107612,6/9/2020 23:32,6/9/2020 23:56,1,1,1,3,1,3,3,3,3,3,2,3,1,1,1,1,1,4,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,4,2,2,3,2,3,1,1,2,3,1,1,2,2,2,2,2,1,2,2,1,4,1,3,2,1,1,,3,3,1,3,3,3, , , , , , ,2,3,9,1,5,3,3,1,2,3,2,2,3,2,1,2,1,2,7,3,3,5,3,2,,1,2,2,2,1,3,4,2,2,3,2,2,2,1,1,3,1,2,6,2, ,2,6,2,1,4,1,1,2,6,1,4,2,0.47852565
107668,6/5/2020 19:07,6/5/2020 19:26,2,1,2,3,3,1,3,2,3,3,3,1,3,1,1,1,3,3,3,2,1,1,3,3,3,3,3,2,2,2,1,2,2,2,2,1,1,1,2,3,1,2,1,2,3,2,2,2,2,1,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,3,3,1,3,3,3, , , , , , ,1,4,1,2,3,2,3,2,2,4,2,5,3,2,3,2,2,1,4,3,2,3,2,1,1,3,2,1,3,2,3,3,2,1,5,2,1,1,1,1,6,1,2,6,1, ,1,6,2,1,3,1,1,3,6,1,2,2,0.542273964
108035,6/6/2020 0:21,6/6/2020 0:39,2,1,2,4,4,1,1,1,1,2,1,1,4,1,3,4,2,1,3,4,1,2,1,3,2,2,3,2,2,2,2,2,2,2,2,2,3,1,3,3,1,2,4,2,2,4,2,3,3,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,4,2,4,4,4,1,3,3,1,3,2,3, , , , , , ,2,1,1,2,1,2,3,3,3,4,2,2,3,2,1,1,2,4,2,1,3,2,2,1,4,2,4,1,1,1,4,3,1,3,1,2,1,1,1,1,1,1,2,3,1, ,1,8,1,1,2,1,1,3,6,1,1,2,1.2639004
108169,6/5/2020 22:56,6/5/2020 23:08,2,1,2,3,2,3,3,1,3,2,3,3,1,2,1,1,2,4,2,4,2,1,3,3,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,4,2,3,1,2,3,3,3,1,1,1,3,2,2,1,1,2,1,1,1,1,4,2,2,3,1,2,3,3,2,1,4,3,3, , , , , , ,1,5,2,2,3,2,3,1,2,4,3, , ,2,4,2,2,1,7,2,1,4,2,1,3,3,3,2,2,1,2,2,2,1,6,2,1,1,1,1,1,12, ,6,2, ,2,6,2,1,4,1,1,2,6,1,4,2,0.318554485
108348,6/5/2020 18:12,6/5/2020 18:58,1,1,2,3,2,3,2,1,2,3,3,3,1,1,1,1,3,2,3,3,1,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,1,3,1,2,2,1,2,3,3,3,3,3,1,2,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,3,3,2,2,3,3,3,3,1,3,3,3, , , , , , ,2,1,1,2,9,2,3,2,2,4,2,2,3,2,3,1,1,2,4,2,4,3,3,2,1,1,2,3,2,1,4,3,2,2,3,2,1,1,1,1,6,1,1,2,3,1,1,5,2,1,2,1,2,2,6,1,1,2,0.77638775
108435,6/6/2020 20:24,6/6/2020 20:41,1,1,1,3,3,3,1,2,3,3,3,3,1,1,1,2,2,2,2,2,2,1,3,3,3,3,3,2,1,2,1,2,2,2,2,2,2,2,2,3,2,1,3,2,2,3,3,2,3,1,2,3,3,1,2,3,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,3,3,1,4,3,3, , , , , , ,2,3,9,2,3,2,3,1,1,4,2,3,3,1,3,1,1,3,7,2,1,2,2,2,,3,4,2,2,1,2,3,2,1,6,2,1,1,1,1,1,2,2,4,1, ,1,9,1,1,2,1,2,3,6,1,1,2,0.794159451
108592,6/5/2020 18:07,6/5/2020 18:33,1,1,,1,1,3,3,1,3,3,3,3,1,1,1,1,1,4,1,1,2,1,2,1,1,1,,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,4,2,1,2,2,3,3,3,2,3,3,1,1,1,2,1,2,1,2,1,1,4,1,1,1,1,1,2,2,2,1,1,3,3, , , , , , ,1,3,9,2,5,1,3,1,1,2,2,3,3,1,2,2,1,1,,1,1,6,1,1,2,2,2,2,3,1,2,4,2,2,4,2,2,2,1,1,3,1,2,2,2, ,2,4,2,1,3,1,1,2,6,1,3,2,0.4938857
109143,6/5/2020 17:47,6/5/2020 20:45,1,1,2,3,4,1,1,1,3,2,3,1,2,1,3,4,2,2,2,4,1,2,3,3,1,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,1,2,2,2,2,3,1,2,2,1,2,2,1,3,1,2,1,1,2,2,3,2,3,2,3,1,4,4,4,4,4,3,3,3,3,4,3,3, , , , , , ,2,3,9,2,3,2,3,3,2,4,2,3,3,2,2,2,2,1,7,4,3,3,3,1,,2,6,2,2,1,3,2,2,3,2,2,1,1,1,1,1,1,2,5,1, ,1,6,2,1,3,1,1,2,6,1,2,2,0.885549311
109188,6/5/2020 18:12,6/5/2020 18:29,2,1,1,3,2,3,3,1,3,2,3,3,1,1,1,1,2,4,2,2,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,3,1,2,1,1,3,3,3,3,1,3,1,2,1,1,1,1,1,1,1,1,4,1,1,2,3,2,3,3,3,1,2,3,3, , , , , , ,1,5,2,2,3,2,3,1,1,4,3, , ,2,1,2,2,2,7,2,1,5,,2,7,2,7,2,3,1,2,4,2,1,6,2,1,1,1,1,3,2,2,2,3,2,2,,,1,3,1,1,,6,1,3,2,0.3829134
110041,6/5/2020 22:16,6/6/2020 17:34,1,1,1,3,4,1,1,1,3,1,3,1,2,1,1,2,2,2,2,4,1,2,3,3,3,3,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,2,2,4,3,1,3,1,2,2,1,1,1,3,1,1,2,1,1,1,1,2,1,1,3,2,3,1,4,2,3,3,1,4,3,3, , , , , , ,2,1,1,2,3,2,3,2,2,4,2,3,3,1,4,2,2,4,5,1,1,2,1,1,4,3,2,2,2,1,3,4,1,1,6,2,1,1,1,1,1,2,2,5,1, ,1,8,1,1,1,1,2,3,6,1,1,2,0.584575228
110129,6/6/2020 17:44,6/6/2020 17:58,1,1,2,3,3,1,1,1,1,3,1,1,1,2,1,1,2,,2,1,2,1,3,3,1,3,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,3,3,3,3,3,1,2,2,1,1,2,3,1,1,2,1,1,2,2,1,3,2,3,1,3,1,2,3,3,3,1,3,3,3, , , , , , ,1,4,2,2,3,1,3,1,2,4,2,3,3,3,3,1,2,2,3,3,2,2,2,2,4,1,3,2,2,1,2,4,2,1,5,2,1,1,1,1,1,1,1,1,1, ,1,6,2,1,2,1,1,2,6,1,1,2,0.459221569
110261,6/6/2020 2:13,6/6/2020 2:30,2,1,1,3,4,1,1,2,1,1,3,1,2,1,2,2,1,1,1,4,1,2,2,1,1,3,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,4,1,1,4,2,4,3,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,3,1,4,3,3,3,1,3,3,3, , , , , , ,2,1,1,2,4,2,3,1,1,3,3, , ,1,1,2,2,2,4,4,4,3,3,1,,1,3,1,1,2,2,2,2,2,4,2,1,1,1,1,1,12, ,6,2, ,2,8,1,3,3,1,2,1,6,1,3,2,2.291497795
110361,6/5/2020 20:47,6/5/2020 21:01,1,1,1,2,2,3,3,3,2,2,3,2,1,3,2,1,1,4,1,4,2,1,2,2,3,3,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,4,2,3,4,2,2,1,1,3,3,1,2,2,2,2,1,1,2,1,1,1,4,2,2,3,1,1,2,1,2,1,4,2,3, , , , , , ,1,5,1,2,4,2,3,1,3,3,2,4,3,1,4,1,1,1,5,2,1,5,1,3,5,3,2,2,1,1,3,4,1,1,6,2,1,1,1,6,1,9, ,5,3,2,2,8,1,1,3,1,1,2,6,4,3,2,0.3713917
110550,6/5/2020 17:40,6/5/2020 18:07,2,1,1,3,4,1,3,3,3,3,3,1,1,1,1,1,3,1,3,1,1,1,2,3,3,3,3,2,1,1,2,2,2,2,2,2,1,2,3,3,1,1,2,1,1,3,1,2,2,3,2,2,3,1,3,1,2,2,2,1,1,2,3,1,1,1,1,2,4,1,4,3,3,3,1,3,3,1, , ,1,2,2,2, ,3,9,3,4,2,3,1,1,4,3, , ,2,3,2,2,4,7,4,1,1,2,1,4,2,4,1,1,1,3,3,1,1,5,2,1,1,1,1,1,1,1,1,4,1,1,8,1,1,3,1,1,3,6,1,2,2,0.214456692
111646,6/8/2020 1:52,6/8/2020 2:37,2,1,1,2,1,3,3,1,3,1,3,3,2,2,2,2,1,4,1,2,2,1,2,1,3,3,3,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,3,1,1,2,2,3,2,3,3,1,2,3,2,1,2,2,2,3,3,1,2,3,2,2,2,2,1,2,3,3,2,2,3,3, , , , , , ,1,3,9,2,3,1,3,1,1,3,2,4,3,1,2,2,1,2,4,2,1,5,1,3,5,2,2,1,1,1,4,4,2,1,5,2,1,1,1,1,1,3,2,2,3,2,2,8,1,1,3,1,1,2,6,1,3,2,0.291156406
111665,6/6/2020 14:58,6/6/2020 15:17,2,1,1,2,2,3,3,3,2,3,3,3,1,1,1,1,1,4,1,4,2,1,2,3,3,3,3,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,4,2,1,2,2,3,3,2,2,1,3,1,2,1,1,1,1,2,1,1,1,4,1,1,1,1,1,3,3,3,1,4,3,3, , , , , , ,1,5,1,2,3,2,3,1,1,3,2,3,3,1,1,2,2,2,4,2,1,5,2,3,3,3,2,2,1,1,4,3,2,2,3,1,1,3,1,1,1,2,1,4,3,2,2,7,1,1,4,1,1,2,1,1,4,2,0.2427675
112238,6/9/2020 14:58,6/9/2020 15:26,1,1,1,3,2,1,3,1,2,3,3,1,2,1,2,2,2,1,2,1,2,2,3,3,1,3,3,2,2,2,1,2,2,2,2,2,2,3,3,3,1,1,2,2,2,2,2,1,2,1,3,2,2,1,1,3,1,1,1,2,2,2,2,2,2,2,2,4,4,2,4,3,3,3,1,3,3,3, , , , , , ,2,3,9,1,9,2,2,2,2,4,2,5,3,2,1,2,2,2,3,3,2,2,2,2,6,1,3,1,1,1,4,3,2,3,2,2,1,1,1,1,5,12, ,5,1, ,1,5,2,1,2,1,2,2,6,1,1,2,2.117055435
112371,6/5/2020 19:56,6/5/2020 20:20,2,1,1,3,4,1,2,2,1,3,1,2,3,1,1,3,2,2,1,4,1,2,2,3,3,3,3,1,1,1,1,2,2,,2,2,2,2,2,3,1,1,3,2,2,4,2,4,4,1,3,3,3,1,2,3,,1,3,1,3,3,3,1,1,1,2,4,4,2,4,3,3,3,2,3,3,1, , ,1,2,2,2, ,5,1,2,3,3,3,1,1,4,3, , ,2,4,2,2,4,5,4,1,2,2,1,3,2,4,3,3,1,1,3,2,2,3,1,,3,1,1,1,2,2,4,3,1,1,4,2,1,3,1,1,1,3,1,2,2,0.065173106
112490,6/5/2020 17:58,6/8/2020 17:08,2,1,2,2,1,3,3,1,3,2,3,3,1,1,1,1,2,4,2,2,2,1,3,3,1,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,3,1,1,1,1,3,2,2,1,2,1,1,2,1,2,1,2,1,1,1,1,4,1,1,2,1,1,3,3,3,1,1,3,3, , , , , , ,2,4,2,2,3,2,3,1,2,4,2,4,3,2,1,2,2,1,4,1,2,5,2,2,2,2,6,1,1,2,2,3,2,2,4,2,1,1,1,1,1,2,2,3,2, ,2,4,2,1,3,1,1,2,6,1,3,2,0.270735657
112495,6/8/2020 18:10,6/8/2020 18:21,1,1,2,3,2,3,3,3,3,2,3,2,2,2,2,2,2,4,2,4,2,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,2,3,4,3,2,2,3,3,3,2,3,1,3,3,2,1,2,2,2,2,2,2,1,4,1,1,1,1,1,3,2,3,1,1,2,2, , , , , , ,2,3,9,2,3,2,3,1,1,4,2,4,3,3,2,2,1,2,7,4,4,5,3,2,,2,7,3,3,1,2,3,2,1,6,2,1,1,1,1,2,10, ,6,2, ,2,8,1,1,4,1,1,3,6,1,4,2,0.227896702
112517,6/7/2020 22:45,6/7/2020 23:33,2,1,2,3,2,3,2,1,3,3,2,3,1,1,2,1,4,3,4,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,3,3,3,3,3,4,3,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,4,2,2,2,1,1,3,3,3,1,1,3,3, , , , , , ,2,1,1,2,4,2,1,1,1,4,2,2,3,4,4,2,2,2,4,4,3,7,3,2,4,2,7,2,3,1,2,3,2,1,6,2,1,1,1,1,1,1,1,2,3,1,1,7,1,1,2,1,1,2,6,1,1,2,0.2530832
112613,6/8/2020 19:29,6/8/2020 19:43,1,1,1,3,2,1,1,1,3,1,3,3,1,1,1,1,1,2,1,3,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,3,3,2,2,1,1,1,3,1,1,2,3,2,2,1,2,2,3,2,2,3,1,2,3,3,3,3,4,3,3, , , , , , ,2,3,9,2,2,2,3,1,1,4,3, , ,1,2,2,2,2,4,2,2,2,2,3,4,2,4,2,2,1,3,4,2,1,6,2,1,1,1,1,6,1,2,4,1, ,1,8,1,1,3,1,1,3,6,1,2,2,0.425937008
112715,6/5/2020 19:12,6/5/2020 19:24,2,1,2,3,2,2,2,1,2,2,3,2,1,2,2,1,1,4,2,3,2,1,3,3,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,5,2,2,2,2,2,2,2,3,1,1,3,2,1,1,2,1,1,2,1,2,4,2,2,2,2,1,2,2,2,1,1,1,3,1,8, , , , , ,5,2,2,4,2,3,1,1,3,2,4,3,2,1,1,1,2,2,1,1,5,1,1,7,3,7,3,3,1,1,3,1,1,6,2,1,1,1,1,1,2,2,5,3,2,2,7,1,1,3,1,1,2,6,1,3,2,0.11384
1124,6/5/2020 19:16,6/5/2020 19:33,2,1,1,2,1,3,3,3,3,3,3,3,1,4,1,1,1,4,1,1,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,4,1,1,2,1,3,3,1,3,3,3,1,2,1,1,1,1,1,2,1,1,4,1,1,2,1,1,1,2,2,1,1,3,3, , , , , , ,2,2,2,2,5,2,3,1,1,4,2,4,3,1,1,2,1,2,1,2,1,5,2,3,,1,2,2,3,1,3,3,2,1,6,2,1,1,1,1,1,12, ,5,2, ,2,8,1,1,5,2,1,3,6,1,4,2,0.547836111
1127,6/6/2020 1:28,6/7/2020 12:38,2,1,1,2,2,3,3,2,3,2,2,1,2,1,2,2,1,2,1,3,1,2,3,3,1,3,3,2,2,2,1,2,2,2,2,2,2,1,2,3,1,1,2,1,2,3,3,2,2,1,2,2,2,1,1,3,1,2,2,1,1,2,2,2,1,1,4,2,3,3,4,3,3,3,1,3,3,2, , , , , , ,2,1,1,2,3,2,3,2,2,4,2,3,3,1,3,2,2,3,2,2,1,2,2,1,4,3,4,1,2,2,3,3,1,1,5,2,1,1,1,1,1,1,1,3,1, ,1,9,1,1,2,1,1,3,6,1,1,2,0.288413752
113248,6/7/2020 16:51,6/7/2020 17:10,2,1,3,3,2,3,3,3,3,2,3,3,1,1,2,3,3,3,4,4,2,1,1,3,3,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,3,2,2,3,3,2,3,1,3,3,3,3,2,1,2,3,1,3,2,2,2,4,4,3,2,3,2,3,3,3,1,4,3,3, , , , , , ,2,4,1,1,3,2,3,2,2,4,3, , ,2,2,2,2,2,7,1,1,5,2,1,5,3,3,1,2,1,3,3,1,1,6,2,,,1,1,1,11,2,2,3,2,2,9,1,1,2,1,2,3,6,1,3,2,0.349297904
113274,6/8/2020 1:42,6/8/2020 1:52,3,1,2,3,2,3,3,3,3,3,3,2,1,1,1,1,1,3,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,3,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,4,1,1,1,1,2,2,2,2,2,2,3,3, , , , , , ,2,4,2,1,3,1,3,2,2,1,2,5,,2,2,1,1,2,4,2,2,5,2,2,3,3,6,3,3,1,1,3,1,2,4,2,3,5,1,1,6,1,2,4,2, ,2,3,3,1,3,1,2,1,6,1,3,2,1.232470831
113412,6/5/2020 22:55,6/5/2020 23:13,1,1,1,1,2,1,1,2,2,2,1,3,2,1,1,2,1,2,1,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,2,3,3,3,3,2,1,1,1,2,2,2,2,2,3,2,3,2,3,2,3,2,1,1,1,2,1,2,1,1,1,3,3,3,3,2,3,3,3,1,3,3,3, , , , , , ,2,3,9,1,3,2,3,1,2,4,3, , ,1,2,2,2,3,3,1,1,2,2,1,4,3,4,2,2,1,3,4,2,2,3,2,1,1,1,1,1,1,2,6,1, ,1,4,2,1,3,1,2,2,6,1,2,2,1.09764307
113565,6/6/2020 2:29,6/6/2020 2:55,2,1,2,3,4,1,2,2,2,2,1,2,2,1,2,3,3,3,3,3,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,3,3,3,4,3,3,3,1,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,1,3,3,4,2,3,3,3,3,3,3,3,1, , ,1,2,2,2, ,5,1,3,5,2,3,1,1,4,2,2,3,3,3,2,2,3,3,1,1,2,2,3,4,1,6,1,1,2,3,3,1,2,3,2,1,1,1,1,1,1,1,2,2, ,2,7,1,1,2,1,2,2,6,1,3,2,0.878891805
114058,6/7/2020 16:44,6/7/2020 17:07,1,1,1,2,1,3,3,3,3,3,3,3,1,1,1,1,1,4,1,1,2,1,2,1,3,3,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,4,2,2,1,1,3,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,4,2,2,1,2,2,1,2,2,1,2,3,1, , ,1,2,2,2, ,5,2,2,3,2,3,1,1,4,1,4,3,1,4,2,1,2,5,1,1,5,1,1,9,3,2,3,2,1,4,4,1,1,6,2,1,1,1,1,3,5, ,4,2, ,2,,,1,5,2,1,,6,1,4,2,0.4658346
114473,6/8/2020 21:50,6/9/2020 4:11,3,1,1,2,3,3,2,1,2,2,2,2,3,1,3,3,3,2,2,1,2,1,2,1,2,3,1,2,1,1,1,2,2,2,2,,1,1,1,3,2,2,1,2,2,2,2,2,1,3,2,2,3,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,3,1,4,3,3,3,1,1,3,3, , , , , , ,1,2,1,1,4,1,3,1,1,4,1,5,3,3,3,2,2,2,4,2,2,1,2,3,4,2,4,2,3,1,1,4,2,1,6,2,1,1,1,1,6,1,1,1,1, ,1,1,3,1,2,1,1,1,6,1,1,2,0.533817448
114671,6/5/2020 19:00,6/5/2020 19:18,1,1,1,2,4,1,1,1,2,2,1,1,3,1,2,2,1,3,2,4,1,2,3,3,3,3,3,1,1,1,2,2,1,2,2,1,1,3,3,3,2,1,4,1,2,4,3,3,4,1,2,3,1,1,1,2,1,1,2,2,2,2,2,2,2,1,3,3,3,1,4,2,3,3,2,4,3,3, , , , , , ,2,1,1,2,5,2,3,3,2,4,2,3,3,1,1,2,2,4,5,1,1,2,,1,4,3,4,1,1,1,4,4,1,1,6,2,1,1,1,1,1,1,2,5,3,1,1,8,1,1,2,1,1,3,6,1,1,2,0.2426046
